Open,High,Low,Close,Volume,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,EMA_9,EMA_21,EMA_50,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,ATRr_14,ADX_14,DMP_14,DMN_14,returns,vol_ratio,target
103741.125,103753.7734375,103137.4765625,103421.015625,0,49.22320075195408,206.4080301790964,7.1263794839646835,199.2816506951317,103736.23763213842,103534.09663074295,103462.66228031526,102262.33781756704,103497.10546875,104731.87311993296,2.386091177314693,0.4691885984876983,463.51729910714283,15.233281060928636,0.0,0.0,-0.002998485506115034,0.0,0
103417.59375,103808.6953125,103417.59375,103808.6953125,1009291264,54.32065373855477,200.68585292829084,1.1233617865273118,199.56249114176353,103750.72916821075,103559.06014726631,103476.23220314604,102516.3352822749,103580.225,104644.11471772511,2.0542332626234505,0.6073749979408241,450.3247767857143,15.073233104163817,0.0,0.0,0.003748558116134726,1.7588249422817424,0
103805.5078125,103881.8984375,103674.609375,103857.40625,257441792,54.93284367767754,197.80142014854937,-1.4088567945713635,199.21027694312073,103772.0645845686,103586.18252024209,103491.18020498344,102936.49230943936,103675.842578125,104415.19284681063,1.4262729876123252,0.6227859646265994,426.328125,15.513433522596271,0.0,0.0,0.0004692375465595866,0.43878421893134834,0
103851.25,103901.8359375,103603.8203125,103676.6640625,0,52.140558833598966,178.8692094789876,-16.27285397130649,195.1420634502941,103752.98448015488,103594.4081149928,103498.45408174879,102989.6465154437,103698.301953125,104406.9573908063,1.3667638222304457,0.48473313723817496,398.2622767857143,15.310897691710009,0.0,0.0,-0.001740291752183043,0.0,0
103665.6171875,103778.890625,103547.796875,103547.796875,0,50.18197186933194,151.7178817808308,-34.73934533557065,186.45722711640144,103711.9469591239,103590.1707295389,103500.38909324884,102975.99963416297,103686.539453125,104397.07927208704,1.3705536373566702,0.4023681893523693,366.1607142857143,16.70869757215744,0.0,0.0,-0.0012429719712269138,0.0,0
103558.6796875,104081.1953125,103494.3046875,104081.1953125,0,57.32714773439745,171.26679803692969,-12.152343263577393,183.41914130050708,103785.79662979912,103634.80932798992,103523.16580772928,102970.93615942202,103691.53515625,104412.13415307798,1.3898897257951175,0.7703723971066125,366.71316964285717,16.22748469885837,0.0,0.0,0.005151229225513143,0.0,0
104028.296875,104028.296875,103396.75,103583.4453125,473636864,50.10521364941406,144.92458942803205,-30.79564149798003,175.72023092601208,103745.32636633932,103630.13987203629,103525.52970987716,103191.20286259844,103736.721875,104282.24088740157,1.0517375188680056,0.3595130884391855,394.2494419642857,16.392892207095578,0.0,0.0,-0.004782324016413542,0.8930580135533451,0
103604.6328125,104178.8203125,103604.6328125,104135.71875,0,56.6331855720927,166.69054533926828,-7.223748469395048,173.91429380866333,103823.40484307146,103676.10158821482,103549.45869184275,103266.96025543609,103782.55625,104298.1522445639,0.993608200056075,0.8424798715695162,396.04854910714283,16.26712854850904,0.0,0.0,0.005331676657730933,0.0,0
104173.96875,104485.3828125,103904.53125,104216.53125,66191360,57.50923128488711,188.2906185421889,11.501059786820434,176.78955875536846,103902.03012445717,103725.23155746803,103575.61840000578,103291.92823715776,103819.9625,104347.99676284223,1.0172114304938933,0.8755142212414447,404.60323660714283,16.324768868843925,0.0,0.0,0.0007760305586790306,0.15155124326412867,0
104193.1328125,104380.15625,103832.625,103865.796875,0,52.54778665724753,175.0891802420374,-1.360302810664848,176.44948305270225,103894.78347456575,103738.0102226982,103586.99794804477,103390.32219217764,103849.885546875,104309.44890157235,0.885053175123473,0.5173113543131407,424.03236607142856,15.424348459066023,0.0,0.0,-0.003365438964367806,0.0,0
103889.421875,104088.1640625,103746.234375,103770.1484375,0,51.249284651837584,155.12077994710125,-17.062962484480806,172.18374243158206,103869.85646715261,103740.93187858927,103594.18032018027,103427.42260406462,103862.33125,104297.23989593539,0.8374713733096294,0.3940204875649926,423.88839285714283,14.205241066895738,0.0,0.0,-0.0009208848377210144,0.0,0
103732.6328125,104018.640625,103618.0,104017.1328125,0,54.38388903091059,157.41072097020515,-11.818417169101537,169.22913813930668,103899.3117362221,103766.04105439933,103610.76669242811,103440.54011005997,103876.405078125,104312.27004619002,0.8391991766315263,0.6614350139215681,433.7064732142857,14.549863702969839,0.0,0.0,0.002380110067480068,0.0,0
